filename	sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched	density (range=3,same_paragraph=True)	density (range=3,same_paragraph=False)	paragraph density	paragraph density median	paragraph density std
Berquin_Enfants	0	M	0	0	1	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Berquin_Enfants	1	De Leyris	0	1	2	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Berquin_Enfants	2	porte un perroquet empaillé; et montant sur un fauteuil, il l'accroche à un cordon déjà suspendu au plancher .	0	2	19	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Berquin_Enfants	3	Je ne crois pas que cet espiègle de Frédéric puisse maintenant y atteindre.	1	0	13	0	0.0	[]	0.041666666666666664	0.023255813953488372	0.030303030303030304	0.0	0.05248638810814779
Berquin_Enfants	4	On ne peut avoir rien en sûreté contre ce petit garçon.	1	1	11	1	0.0909090909090909	[['petit']]	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.0	0.05248638810814779
Berquin_Enfants	5	Il remet le fauteuil à sa place, et sort.	1	2	9	0	0.0	[]	0.05	0.04	0.030303030303030304	0.0	0.05248638810814779
Berquin_Enfants	6	Frédéric, entrant un moment après .	2	0	5	0	0.0	[]	0.0	0.0	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	7	Où est-ce donc que mon père vient de fourrer notre pauvre défunt de Jacquot?	2	1	15	0	0.0	[]	0.05	0.05	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	8	Il l'avait dans les mains lorsqu'il est entré ici, et je l'ai vu sortir les mains vides.	2	2	20	2	0.1	[['main'], ['main']]	0.05	0.05	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	9	Il regarde de tous côtés;	2	3	5	0	0.0	[]	0.08108108108108109	0.08108108108108109	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	10	enfin, en levant les yeux, il aperçoit le perroquet suspendu au plancher.	2	4	12	1	0.0833333333333333	[['oeil']]	0.05555555555555555	0.05555555555555555	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	11	Ah!	2	5	1	0	0.0	[]	0.07142857142857142	0.07142857142857142	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	12	Bon!	2	6	1	0	0.0	[]	0.0	0.0	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	13	Le voilà.	2	7	2	0	0.0	[]	0.0	0.0	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	14	Il prend aussitôt la course, et bondit de toutes ses forces;	2	8	11	0	0.0	[]	0.030303030303030304	0.030303030303030304	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	15	mais il s'en faut plus de trois pieds qu'il ne s'élève à la hauteur de l'oiseau.	2	9	20	1	0.05	[['pied']]	0.02564102564102564	0.02564102564102564	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	16	Si j'étais aussi leste que notre minet!	2	10	8	0	0.0	[]	0.024390243902439025	0.024390243902439025	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	17	Il va prendre un fauteuil, il monte dessus, et se trouve trop court.	2	11	13	0	0.0	[]	0.03225806451612903	0.03225806451612903	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	18	Il se dresse sur la pointe des pieds, il saute;	2	12	10	1	0.1	[['pied']]	0.038461538461538464	0.038461538461538464	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	19	tout cela inutilement.	2	13	3	0	0.0	[]	0.1111111111111111	0.1111111111111111	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	20	Il descend, court chercher un gros volume in-folio de Plutarque, le met sur le fauteuil, grimpe sur le livre, tend le bras.	2	14	23	3	0.1304347826086956	[['court'], ['gros'], ['tendre']]	0.09375	0.09375	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	21	Je ne saurai jamais l'attraper.	2	15	6	0	0.0	[]	0.09090909090909091	0.09090909090909091	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	22	J'aurais pourtant bien voulu voir comment on lui a rempli le ventre de paille.	2	16	15	1	0.0666666666666666	[['ventre']]	0.041666666666666664	0.041666666666666664	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	23	Essayons en sautant.	2	17	3	0	0.0	[]	0.045454545454545456	0.045454545454545456	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	24	Au moment où il plie sur ses jambes pour s'enlever, Maurice entre dans le salon, l'aperçoit, et lui chante: oh comme il y viendra!	2	18	26	1	0.0384615384615384	[['jambe']]	0.03333333333333333	0.03333333333333333	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	25	Oh!	2	19	1	0	0.0	[]	0.03225806451612903	0.03225806451612903	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	26	Comme il y viendra!	2	20	4	0	0.0	[]	0.05	0.05	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	27	Je te le donne en mille.-Un petit bout d'homme comme toi, atteindre là-haut.	2	21	15	1	0.0666666666666666	[['petit']]	0.041666666666666664	0.041666666666666664	0.052083333333333336	0.0	0.04559558627345263
Berquin_Enfants	28	Allons, descends, que je monte.	2	22	5	0	0.0	[]	0.03571428571428571	0.03571428571428571	0.052083333333333336	0.0	0.04559558627345263
